UMTS,262,3,1377,149297,,10.340775,53.797812,0,1,1,1283369102,1283369102,-102
UMTS,262,3,1377,206209,,10.340775,53.797812,0,1,1,1283369102,1283369102,-103
UMTS,262,3,1377,210033,,10.340775,53.797812,0,1,1,1283369102,1283369102,-105
UMTS,262,3,1377,149313,,10.340775,53.797812,0,1,1,1283369102,1283369102,-107
UMTS,262,2,1033,132248,,10.340775,53.797812,0,1,1,1283369102,1283369102,-107
UMTS,262,3,817,403585,,9.980543,54.088658,0,1,1,1283409553,1283409553,-67
UMTS,262,3,817,403601,,9.980543,54.088658,0,1,1,1283409553,1283409553,-82
UMTS,262,2,1105,137265,,9.980543,54.088658,0,1,1,1283409553,1283409553,-85
UMTS,262,3,817,222273,,9.980543,54.088658,0,1,1,1283409553,1283409553,-88
UMTS,262,3,817,291713,,9.980543,54.088658,0,1,1,1283409553,1283409553,-88
GSM,262,2,1105,22310,,9.980543,54.088658,0,1,1,1283409553,1283409553,-88
UMTS,262,3,817,92561,,9.980543,54.088658,0,1,1,1283409553,1283409553,-88
UMTS,262,2,1105,204903,,9.980543,54.088658,0,1,1,1283409553,1283409553,-92
UMTS,262,3,817,353665,,9.980543,54.088658,0,1,1,1283409553,1283409553,-92
GSM,262,3,817,14337,,9.980543,54.088658,0,1,1,1283409553,1283409553,-92
UMTS,262,3,817,222257,,9.980543,54.088658,0,1,1,1283409553,1283409553,-94
UMTS,262,3,817,403713,,9.980543,54.088658,0,1,1,1283409553,1283409553,-95
UMTS,262,2,1105,204898,,9.980543,54.088658,0,1,1,1283409553,1283409553,-95
UMTS,262,3,817,210257,,9.980543,54.088658,0,1,1,1283409553,1283409553,-98
UMTS,262,2,1105,82744,,9.980543,54.088658,0,1,1,1283409553,1283409553,-103
UMTS,262,2,1105,137267,,9.980543,54.088658,0,1,1,1283409553,1283409553,-103
UMTS,262,2,1105,204902,,9.980543,54.088658,0,1,1,1283409553,1283409553,-104
UMTS,262,3,817,202497,,9.980543,54.088658,0,1,1,1283409553,1283409553,-106
UMTS,262,2,801,83345,,13.323007,52.513527,790,7,1,1283442531,1300645551,-83
UMTS,262,2,801,163973,,13.324916,52.513333,1811,30,1,1283442531,1300645551,-90
UMTS,262,2,801,65858,,13.325657,52.517821,1495,18,1,1283442531,1300645551,-91
UMTS,262,2,801,66674,,13.324258,52.512523,1238,11,1,1283442531,1300645551,-89
UMTS,262,2,801,231698,,13.320141,52.518462,975,34,1,1283442531,1301565209,-84
UMTS,262,2,801,143650,,13.327665,52.508444,763,3,1,1283442531,1297237656,-81
UMTS,262,2,801,211329,,13.315753,52.515694,538,6,1,1283442531,1299776258,-96
GSM,262,3,1107,547,,13.348453,52.497527,1561,86,1,1283443851,1298567925,-98
GSM,262,3,1107,387,,13.348931,52.497419,1595,85,1,1283443851,1300730682,-97
UMTS,262,2,801,165399,,13.347038,52.498066,1447,28,1,1283443851,1298407326,-99
UMTS,262,2,801,164741,,13.346624,52.498409,2227,35,1,1283443851,1298407326,-99
UMTS,262,2,792,83250,,13.416254,52.529822,194,2,1,1283768949,1299432508,-80
GSM,262,3,643,8579,,13.416088,52.530674,289,4,1,1283768949,1299432508,-78
GSM,262,3,643,8531,,13.416583,52.52809,0,1,1,1283768949,1283768949,-77
UMTS,262,2,792,83251,,13.416252,52.529802,192,2,1,1283768949,1299432418,-85
GSM,262,3,643,8515,,13.416583,52.52809,0,1,1,1283768949,1283768949,-80
UMTS,262,2,792,83249,,13.416088,52.530674,289,4,1,1283768949,1299432508,-78
UMTS,262,2,801,201009,,13.416583,52.52809,0,1,1,1283768949,1283768949,-85
GSM,262,3,643,8595,,13.416088,52.530674,289,4,1,1283768949,1299432508,-77
UMTS,262,3,643,229443,,13.416583,52.52809,0,1,1,1283768949,1283768949,-86
UMTS,262,2,801,209681,,13.416088,52.530674,289,4,1,1283768949,1299432508,-95
UMTS,262,2,801,82821,,13.416583,52.52809,0,1,1,1283768949,1283768949,-88
UMTS,262,2,792,168723,,13.416088,52.530674,289,4,1,1283768949,1299432508,-93
UMTS,262,3,595,399507,,13.416088,52.530674,289,4,1,1283768949,1299432508,-88
GSM,262,3,643,1075,,13.395999,52.517923,1794,3,1,1283768949,1301399755,-93
UMTS,262,2,792,83062,,13.416583,52.52809,0,1,1,1283768949,1283768949,-94
UMTS,262,3,643,403459,,13.416088,52.530674,289,4,1,1283768949,1299432508,-90
UMTS,262,3,595,356451,,13.416254,52.529822,194,2,1,1283768949,1299432508,-98
UMTS,262,3,643,398083,,13.416252,52.529802,192,2,1,1283768949,1299432418,-96
GSM,262,3,643,18067,,13.416088,52.530674,289,4,1,1283768949,1299432508,-86
UMTS,262,2,801,82822,,13.401152,52.520426,1348,2,1,1283768949,1301399635,-94
UMTS,262,2,801,71441,,13.417664,52.518492,1070,3,1,1283768949,1286552081,-88
UMTS,262,2,801,209525,,13.416088,52.530674,289,4,1,1283768949,1299432508,-97
UMTS,262,3,643,398147,,13.416088,52.530674,289,4,1,1283768949,1299432508,-92
UMTS,262,3,643,397971,,13.416088,52.530674,289,4,1,1283768949,1299432508,-99
UMTS,262,2,792,83063,,13.416144,52.530394,258,3,1,1283768949,1299432508,-104
UMTS,262,2,801,209527,,13.416253,52.529814,193,2,1,1283768949,1299432238,-104
UMTS,262,2,801,209526,,13.416583,52.52809,0,1,1,1283768949,1283768949,-104
UMTS,262,2,801,71558,,13.416583,52.52809,0,1,1,1283768949,1283768949,-107
UMTS,262,3,1107,295171,,13.340106,52.499065,975,17,1,1283868414,1298407326,-83
UMTS,262,2,801,84017,,13.328616,52.500205,290,3,1,1283868414,1289837234,-83
UMTS,262,2,801,163974,,13.337716,52.499164,847,11,1,1283868414,1295549493,-93
GSM,262,3,1107,579,,13.329342,52.500855,655,8,1,1283868414,1289837234,-80
UMTS,262,2,801,163970,,13.32781,52.500542,353,6,1,1283868414,1289837234,-88
UMTS,262,2,801,163969,,13.32798,52.50073,355,7,1,1283868414,1289837234,-65
UMTS,262,2,801,165395,,13.339591,52.500236,964,6,1,1283868414,1300471688,-84
UMTS,262,3,1107,276787,,13.347171,52.497743,1454,44,1,1283868414,1300730682,-98
UMTS,262,2,801,66354,,13.338839,52.498847,854,8,1,1283868414,1291226055,-94
UMTS,262,2,801,164737,,13.342997,52.499198,2012,22,1,1283868414,1298415037,-94
UMTS,262,2,801,164739,,13.332893,52.500203,0,1,1,1283868414,1283868414,-98
UMTS,262,3,1107,276835,,13.339755,52.499517,1026,11,1,1283868414,1298312833,-98
UMTS,262,2,801,163975,,13.32781,52.500542,353,6,1,1283868414,1289837234,-74
UMTS,262,2,801,67634,,13.349152,52.497509,839,43,1,1283873665,1300471688,-98
GSM,262,3,1107,403,,13.330861,52.501042,550,3,1,1283873665,1289836994,-99
UMTS,262,2,801,65878,,13.341797,52.504275,2144,7,1,1283873665,1300729872,-92
